CANAL;PUBLICO;TEMA;SUBTEMA;PERGUNTA;ALTERNATIVAS;CORRETA;FEEDBACK;FONTE;RESPONSAVEL
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Quais serviços digitais estão disponíveis nos planos Smart Empresas, dependendo do plano contratado?
a) Apenas redes sociais e streaming.
b) Vivo Gestão de Dispositivo, Vivo News, administração de dispositivos e Skeelo.
c) Aplicativos de jogos e entretenimento.
d) Apenas antivírus e backup em nuvem.";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"O que o cliente pode contratar adicionalmente nos planos Smart Empresas?
a) Apenas pacotes de SMS.
b) Apenas aumento de velocidade de internet.
c) Vivo Travel mensal, Vivo UP e dispositivos como Pen/Box Vivo e roteador Intelbras 5G.
d) Apenas serviços de TV por assinatura.";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"O que é o Vivo Sync, disponível para clientes PJ Smart Empresas?
a) Um serviço de backup automático de dados em nuvem.
b) Um plano de internet exclusivo para smartwatches com GPS.
c) Um serviço que permite fazer e receber ligações e mensagens pelo smartwatch, mesmo sem o celular por perto.
d) Um aplicativo de gestão de equipe integrado ao WhatsApp.";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é o custo mensal do Vivo Sync por smartwatch ativado?
a) R$ 9,99
b) R$ 14,90
c) R$ 19,99
d) R$ 29,90";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Quantos smartwatches podem ser ativados por conta com o serviço Vivo Sync?
a) Até 2 smartwatches por conta.
b) Até 3 smartwatches por conta.
c) Até 4 smartwatches por conta.
d) Ilimitado, desde que sejam da mesma marca.";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é o limite de internet oferecido nos planos Smart Empresas?
a) Até 10GB
b) Até 50GB
c) Até 100GB
d) Ilimitado";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Quais serviços digitais estão disponíveis nos planos Smart Empresas?
a) Apenas redes sociais
b) Vivo Gestão de Dispositivo, Vivo News, administração de dispositivos e Skeelo
c) Aplicativos de streaming
d) Serviços bancários";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é o benefício oferecido pela plataforma de IA para redes sociais?
a) Publicações automáticas ilimitadas
b) Criação de conteúdo por R$ 48/mês
c) Acesso gratuito a influenciadores
d) Monitoramento de concorrência";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é o desconto oferecido na compra de embalagens da Klabin?
a) 5%
b) 8%
c) 10%
d) 15%";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Quais pacotes adicionais estão disponíveis para os clientes Smart Empresas?
a) Apenas pacotes de voz
b) Vivo Travel mensal e Vivo UP
c) Pacotes de SMS ilimitado
d) Apenas serviços de streaming";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é o valor mensal da plataforma de IA para criação de conteúdo e posts?
a) R$ 19,90
b) R$ 26,80
c) R$ 48,00
d) R$ 60,00";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é a economia estimada com o uso da plataforma de IA Manycontent?
a) R$ 10,00
b) R$ 26,80
c) R$ 48,00
d) R$ 60,00";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Quais pacotes estão disponíveis no plano Smart Empresas?
A) Internet, Telefonia e Backup
B) Redes Sociais, Comunicação e Streaming
C) Segurança, Armazenamento e E-mail
D) Marketing, Vendas e Atendimento";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Quantos planos móveis empresariais diferentes são oferecidos no portfólio mencionado?
A) 5
B) 6
C) 7
D) 8";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é a menor franquia de dados disponível entre os planos móveis empresariais?
A) 4GB
B) 6GB
C) 10GB
D) 12GB";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"Qual é a maior franquia de dados oferecida nos planos móveis empresariais?
A) 80GB
B) 90GB
C) 100GB
D) 120GB";A|B|C|D;C;;Fonte de Estudos - Simulado Nacional;Liberto
;GG|GO|CN|Guru|GA|GA Multicanal;Móvel_Fibra;Smart Empresas;"O que a solução Vivo Gestão de Dispositivos oferece ao cliente?
A) Acesso ilimitado a redes sociais
B) Solução para monitoramento dos dispositivos da empresa
C) Descontos em embalagens e IA para redes sociais
D) Backup automático de dados em nuvem";A|B|C|D;B;;Fonte de Estudos - Simulado Nacional;Liberto
;FORA;Móvel_Fibra;Vivo Total;"Qual é a principal vantagem de entender o perfil do cliente antes de oferecer um plano Vivo Total?
a) Aumentar o ticket médio da venda
b) Garantir que o cliente compre o plano mais caro
c) Ser mais assertivo na oferta, entregando o que o cliente realmente precisa
d) Reduzir o tempo de atendimento";A|B|C|D;C;Entender o perfil do cliente permite oferecer um plano adequado às suas necessidades, aumentando a satisfação e a chance de conversão.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano Vivo Total FAMÍLIA 5 oferece até 10 dependentes e 600GB de internet móvel.;VERDADEIRO|FALSO;FALSO;O plano FAMÍLIA 5 oferece até 4 dependentes e 300GB de internet móvel.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano PRO 500 Mega inclui 100 minutos de LDI.;VERDADEIRO|FALSO;FALSO;O plano PRO 500 Mega oferece apenas cobertura nas Américas, sem minutos LDI.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;Todos os planos Vivo Total incluem fidelidade de 24 meses.;VERDADEIRO|FALSO;FALSO;A fidelidade é de 12 meses, e não 24 meses.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano Vivo Total V 1 GIGA oferece cobertura internacional com o pacote Mundo.;VERDADEIRO|FALSO;VERDADEIRO;O plano V 1 GIGA oferece cobertura internacional com o pacote Mundo.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Sobre os benefícios do Vivo Total, é incorreto afirmar que:
a) O cliente pode usar o mesmo chip em mais de 175 países.
b) O plano inclui WiFi 6 e instalação gratuita.
c) Todos os planos oferecem 1 Giga de velocidade de fibra.
d) É possível pagar tudo em uma única fatura.";A|B|C|D;C;Nem todos os planos oferecem 1 Giga de velocidade. Alguns oferecem 300 ou 700 Mega.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual dos argumentos abaixo é mais eficaz para convencer um cliente gamer a contratar Vivo Fibra?
a) Acesso a canais de TV por assinatura
b) Upload de até 50% da velocidade de download e menor latência
c) Fidelidade de 12 meses
d) Descontos em smartphones";A|B|C|D;B;A performance de upload e baixa latência são diferenciais decisivos para gamers.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;A Vivo Fibra foi reconhecida como a melhor internet gamer do Brasil.;VERDADEIRO|FALSO;VERDADEIRO;A Vivo Fibra foi reconhecida como a melhor internet gamer do Brasil.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano Vivo Total ULTRA 700 Mega oferece 70GB de internet móvel.;VERDADEIRO|FALSO;VERDADEIRO;O plano ULTRA 700 Mega oferece 70GB de internet móvel.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano FAMÍLIA 3 inclui 3 dependentes e 240GB de internet.;VERDADEIRO|FALSO;FALSO;O plano FAMÍLIA 3 oferece 2 dependentes e 180GB, não 3 e 240GB.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O Vivo Play permite até 10 dispositivos conectados e 3 acessos simultâneos.;VERDADEIRO|FALSO;VERDADEIRO;O Vivo Play permite até 10 dispositivos conectados e 3 acessos simultâneos.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual é um diferencial do Vivo Play App em relação a outras plataformas de streaming?
a) Necessita de TV Smart
b) Permite assistir offline e em múltiplos dispositivos
c) Só funciona com conexão via cabo
d) Não possui canais ao vivo";A|B|C|D;B;O Vivo Play App permite assistir offline, em até 10 dispositivos, com 3 acessos simultâneos.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual das opções abaixo representa corretamente um plano Vivo Total e seus benefícios?
a) PRO 500 Mega – 300GB – 3 dependentes – Europa
b) FAMÍLIA 4 – 700 Mega – 3 dependentes – 240GB – Américas e Europa
c) ULTRA 300 Mega – 70GB – 2 dependentes – Mundo
d) V 700 Mega – 50GB – 1 dependente – Brasil";A|B|C|D;B;O plano FAMÍLIA 4 oferece 700 Mega, 3 dependentes, 240GB e cobertura nas Américas e Europa.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual é o principal argumento de economia ao oferecer o plano Vivo Total em vez de produtos avulsos?
a) O cliente ganha um smartphone novo
b) A economia pode chegar a até 45%
c) O cliente não precisa pagar instalação
d) O cliente recebe cashback mensal";A|B|C|D;B;A combinação de fibra + pós no Vivo Total pode gerar até 45% de economia em relação à contratação separada.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano Vivo Total inclui serviços digitais, como apps de streaming.;VERDADEIRO|FALSO;VERDADEIRO;O plano Vivo Total inclui serviços digitais, como apps de streaming.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O cliente pode assistir ao Vivo Play apenas em casa.;VERDADEIRO|FALSO;FALSO;O Vivo Play pode ser acessado de qualquer lugar com internet.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;O plano FAMÍLIA 2 oferece 120GB e 1 dependente.;VERDADEIRO|FALSO;VERDADEIRO;O plano FAMÍLIA 2 oferece 120GB e 1 dependente.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;A cobertura WiFi da Vivo Fibra alcança todos os cômodos da casa.;VERDADEIRO|FALSO;VERDADEIRO;A cobertura WiFi da Vivo Fibra alcança todos os cômodos da casa.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual abordagem é recomendada ao iniciar uma conversa com um cliente sobre planos Vivo?
a) Oferecer o plano mais caro primeiro
b) Fazer perguntas sobre o uso de internet e dispositivos conectados
c) Focar apenas no preço
d) Evitar falar sobre fidelidade";A|B|C|D;B;A escuta ativa e o entendimento do perfil do cliente são fundamentais para uma oferta assertiva.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual a principal vantagem de ter uma fatura única no Vivo Total para o cliente?
a) Permite contratar mais serviços adicionais facilmente.
b) Oferece simplicidade, tranquilidade e controle.
c) Garante descontos maiores em smartphones.
d) Automaticamente inclui todos os serviços de streaming disponíveis.";A|B|C|D;B;A fonte menciona que a fatura única traz 'Simplicidade para o cliente com uma fatura única. É tranquilidade e controle.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Quantos dispositivos simultâneos podem acessar a internet com uma velocidade de 300 MEGA da Vivo Fibra, segundo o material?
a) Até 5 dispositivos.
b) Até 8 dispositivos.
c) Até 10 dispositivos.
d) Até 12 dispositivos.";A|B|C|D;D;Uma velocidade de 300 MEGA que pode ser acessada por até 12 dispositivos simultaneamente.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Além de descontos em smartphones e Vivo Valoriza, o que mais o Vivo Total oferece como vantagem?
a) Um chip internacional grátis para cada viagem.
b) Isenção total da fatura por 3 meses.
c) Fatura única e 1 ano de cortesia Amazon Prime para novas contratações.
d) Acesso ilimitado a todas as plataformas de streaming sem custo adicional.";A|B|C|D;C;As fontes listam 'Fatura única' e 'Um ano de cortesia Amazon Prime para novas contratações' como vantagens.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Em quantos países, aproximadamente, o cliente Vivo Total pode se conectar em viagens internacionais usando o Vivo Travel incluso?
a) Em mais de 50 países.
b) Em mais de 100 países.
c) Em mais de 175 países.
d) Em todos os países do mundo.";A|B|C|D;C;Várias fontes mencionam que o Vivo Travel cobre 'mais de 175 países'.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Se o cliente Vivo Total consumir 100% da franquia diária de internet no exterior com o Vivo Travel, o que acontece?
a) A conexão de dados é bloqueada até o próximo dia.
b) A velocidade é reduzida, mas o cliente pode contratar um pacote de restabelecimento.
c) A Vivo envia automaticamente um pacote adicional cobrado na fatura.
d) O cliente precisa comprar um novo chip local.";A|B|C|D;B;A fonte informa que 'Caso seja atingida 100% da franquia, de internet diária, a velocidade será reduzida. Mas o cliente pode contratar o pacote de restabelecimento de velocidade por mais R$ 19,99/dia'.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Quais das seguintes plataformas de streaming o cliente Vivo Total pode acessar diretamente na TV através do Vivo Play TV?
a) Apenas Vivo Play.
b) Netflix, Amazon Prime Video, Disney+, Star+, YouTube, Globoplay e outros.
c) Somente canais de TV ao vivo.
d) Apenas serviços inclusos no plano Vivo Total.";A|B|C|D;B;A fonte lista várias dessas plataformas como acessíveis diretamente na TV via Vivo Play TV, incluindo 'Netflix, Amazon Prime Video, Disney+, Star+, YouTube... Globoplay'.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Qual é o serviço adicional para gamers no Vivo Total Família 2, 3, 4, 5 e V que inclui ExitLag e um Ponto Cabeado?
a) Vivo Fibra Ultra.
b) Vivo Game Booster.
c) Fibra Gamer.
d) Ponto Fibra Premium.";A|B|C|D;C;A fonte descreve a 'Fibra Gamer' como o serviço que 'garante a melhor experiência em jogos on-line com assinatura do ExitLag e um Ponto Cabeado' para os planos mencionados.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"O que é o Vale Bonus oferecido aos clientes Vivo Total?
a) Um desconto direto na fatura mensal.
b) Uma moeda digital para usar como parte do pagamento em diversas marcas e serviços.
c) Um bônus de internet para usar em viagens internacionais.
d) Pontos de fidelidade que podem ser trocados por produtos Vivo.";A|B|C|D;B;A fonte define o Vale Bonus como 'uma moeda digital que o cliente pode usar como parte do pagamento em diversas marcas, restaurantes e serviços.';Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Como o cliente Vivo Total pode ganhar até R$ 250 em Vale Bonus todo mês?
a) Indicando novos clientes para o Vivo Total.
b) Atingindo um certo consumo de internet no mês.
c) Pagando a fatura Vivo em dia por débito automático, Pix ou cartão de crédito.
d) Contratando todos os serviços de streaming parceiros.";A|B|C|D;C;A fonte informa que o cliente ganha o Vale Bonus 'Basta o cliente pagar a fatura Vivo em dia por um dos meios de pagamentos abaixo: Débito automático... Pix... Cartão de crédito'.;Book Vivo Total;Joercio
;FORA;Móvel_Fibra;Vivo Total;"Para quais planos Vivo Total Família o adicional Fibra Gamer está disponível por R$ 20/mês, segundo o material?
a) Todos os planos Vivo Total Família.
b) Vivo Total Família 1 e 2.
c) Vivo Total Família 2, 3, 4, 5 e V.
d) Apenas planos Vivo Total Individuais.";A|B|C|D;C;A fonte especifica que o Fibra Gamer está disponível 'Por mais R$ 20/mês, os clientes Vivo Total Família 2, Família 3, Família 4, Família 5 e V'.;Book Vivo Total;Joercio
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Qual a principal vantagem do Giga Chip em relação ao chip avulso?
a)Possui validade maior
b) Pode ser ativado sem recarga
c)Já vem com recarga inclusa e internet em dobro por 6 meses
d)É mais barato que qualquer outra opção";A|B|C|D;C;Pág. 4;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Qual o preço sugerido do Giga Chip para o cliente final?
a)R$15,00
b) R$20,00
c)R$25,00
d)R$30,00";A|B|C|D;C;Pág. 17;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Segundo as regras de positivação, o que NÃO deve ser feito?
a)Positivar materiais em local visível
b)Usar espátula “ratinho” para remoção de material antigo
c)Não deixar em local visível ao cliente os adesivos de orientação exclusiva ao PDV
d)Substituir materiais antigos mesmo em bom estado";A|B|C|D;D;Pág. 12;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Em caso de portabilidade, qual é o número para onde o cliente deve enviar a palavra 'PORTABILIDADE'?
a)90015
b)1058
c)8486
d)5555";A|B|C|D;A;Pág. 15;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"O que representa o indicador M0?
a)Alta com Recarga no dia da ativação
b)Alta com recarga no mesmo mês da ativação
c)Média de recargas por mês
d)Ativação do chip no mês";A|B|C|D;B;Pág. 20;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Qual ação é recomendada para reduzir lacuna?
a)Negociar apenas com PDVs inadimplentes
b)Priorizar visitas a PDVs com ruptura, mesmo que seja fora de rota
c)Informar o seu supervisor da ruptura do PDV
d)Caso o PDV sinalize que não pode comprar, deixar para a próxima visita";A|B|C|D;B;Pág. 25;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Qual é a oferta do Chip Avulso?
a)10 GB livres + 10 GB para YouTube por R$ 30, válidos por 30 dias
b)6GB GB livres + 5 GB para YouTube por R$ 30, válidos por 15 dias
c)3GB GB livres , válidos por 15 dias
d)Depende do valor da recarga que o cliente colocar";A|B|C|D;D;Pág. 4;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;" Qual é o valor da recarga mínima necessária para ativar o Chip Avulso?
a)R$17
b)R$15
c)R$20
d)R$30";A|B|C|D;B;Pág. 4;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"Qual site deve ser acessado para preencher o cadastro e ativar o chip do cliente?
a)vivo.com.br
b)ativavivo.com
c)cadastro.vivo.com.br
d)meuvivo.com.br";A|B|C|D;C;Pag. 14;Manual Distribuição;Carol
Distribuição;GERENTE|SUPERVISOR|VENDEDOR;Móvel_Fibra;Pré Pago;"O que o indicador 'Estoque 3+3' sinaliza?
a)Estoque para 3 meses
b)Estoque superior ou igual a 3 chips por produto
c)Estoque mínimo diário
d)Reposição semanal obrigatória";A|B|C|D;B;Pag. 20;Manual Distribuição;Carol
